level,state,region_name,region_code,region_level,anzsco_code,anzsco_title,date,vacancies
2,NSW,Murray,109,SA4,1,MANAGERS,2026-07-01,98
3,NSW,Murray,109,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,3
3,NSW,Murray,109,SA4,12,Farmers and Farm Managers,2026-07-01,6
3,NSW,Murray,109,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,34
3,NSW,Murray,109,SA4,1A,Corporate Managers,2026-07-01,24
3,NSW,Murray,109,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,20
3,NSW,Murray,109,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,11
2,NSW,Murray,109,SA4,2,PROFESSIONALS,2026-07-01,318
3,NSW,Murray,109,SA4,21,Arts and Media Professionals,2026-07-01,5
3,NSW,Murray,109,SA4,24,Education Professionals,2026-07-01,15
3,NSW,Murray,109,SA4,26,ICT Professionals,2026-07-01,5
3,NSW,Murray,109,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,61
3,NSW,Murray,109,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,30
3,NSW,Murray,109,SA4,2B,Information Professionals,2026-07-01,6
3,NSW,Murray,109,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,4
3,NSW,Murray,109,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,4
3,NSW,Murray,109,SA4,2E,Engineers,2026-07-01,12
3,NSW,Murray,109,SA4,2F,Science Professionals and Veterinarians,2026-07-01,6
3,NSW,Murray,109,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,41
3,NSW,Murray,109,SA4,2H,Medical Practitioners and Nurses,2026-07-01,129
2,NSW,Murray,109,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,133
3,NSW,Murray,109,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,21
3,NSW,Murray,109,SA4,32,Automotive and Engineering Trades,2026-07-01,40
3,NSW,Murray,109,SA4,33,Construction Trades,2026-07-01,16
3,NSW,Murray,109,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,15
3,NSW,Murray,109,SA4,35,Food Trades,2026-07-01,26
3,NSW,Murray,109,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,4
3,NSW,Murray,109,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,5
3,NSW,Murray,109,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,6
2,NSW,Murray,109,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,122
3,NSW,Murray,109,SA4,41,Health and Welfare Support Workers,2026-07-01,16
3,NSW,Murray,109,SA4,42,Carers and Aides,2026-07-01,77
3,NSW,Murray,109,SA4,43,Hospitality Workers,2026-07-01,18
3,NSW,Murray,109,SA4,44,Protective Service Workers,2026-07-01,2
3,NSW,Murray,109,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,9
2,NSW,Murray,109,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,109
3,NSW,Murray,109,SA4,55,Numerical Clerks,2026-07-01,15
3,NSW,Murray,109,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,8
3,NSW,Murray,109,SA4,59,Other Clerical and Administrative Workers,2026-07-01,21
3,NSW,Murray,109,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,13
3,NSW,Murray,109,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,52
2,NSW,Murray,109,SA4,6,SALES WORKERS,2026-07-01,71
3,NSW,Murray,109,SA4,61,Sales Representatives and Agents,2026-07-01,13
3,NSW,Murray,109,SA4,62,Sales Assistants and Salespersons,2026-07-01,54
3,NSW,Murray,109,SA4,63,Sales Support Workers,2026-07-01,4
2,NSW,Murray,109,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,67
3,NSW,Murray,109,SA4,71,Machine and Stationary Plant Operators,2026-07-01,17
3,NSW,Murray,109,SA4,72,Mobile Plant Operators,2026-07-01,18
3,NSW,Murray,109,SA4,7A,Drivers and Storepersons,2026-07-01,32
2,NSW,Murray,109,SA4,8,LABOURERS,2026-07-01,67
3,NSW,Murray,109,SA4,81,Cleaners and Laundry Workers,2026-07-01,14
3,NSW,Murray,109,SA4,82,Construction and Mining Labourers,2026-07-01,3
3,NSW,Murray,109,SA4,83,Factory Process Workers,2026-07-01,6
3,NSW,Murray,109,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,14
3,NSW,Murray,109,SA4,85,Food Preparation Assistants,2026-07-01,6
3,NSW,Murray,109,SA4,89,Other Labourers,2026-07-01,23
1,NSW,New England and North West,110,SA4,0,New England and North West TOTAL,2026-07-01,1586
2,NSW,New England and North West,110,SA4,1,MANAGERS,2026-07-01,99
3,NSW,New England and North West,110,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,5
3,NSW,New England and North West,110,SA4,12,Farmers and Farm Managers,2026-07-01,8
3,NSW,New England and North West,110,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,44
3,NSW,New England and North West,110,SA4,1A,Corporate Managers,2026-07-01,22
3,NSW,New England and North West,110,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,15
3,NSW,New England and North West,110,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,7
2,NSW,New England and North West,110,SA4,2,PROFESSIONALS,2026-07-01,851
3,NSW,New England and North West,110,SA4,21,Arts and Media Professionals,2026-07-01,3
3,NSW,New England and North West,110,SA4,24,Education Professionals,2026-07-01,26
3,NSW,New England and North West,110,SA4,26,ICT Professionals,2026-07-01,9
3,NSW,New England and North West,110,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,236
3,NSW,New England and North West,110,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,24
3,NSW,New England and North West,110,SA4,2B,Information Professionals,2026-07-01,4
3,NSW,New England and North West,110,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,2
3,NSW,New England and North West,110,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,6
3,NSW,New England and North West,110,SA4,2E,Engineers,2026-07-01,15
3,NSW,New England and North West,110,SA4,2F,Science Professionals and Veterinarians,2026-07-01,5
3,NSW,New England and North West,110,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,32
3,NSW,New England and North West,110,SA4,2H,Medical Practitioners and Nurses,2026-07-01,489
2,NSW,New England and North West,110,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,167
3,NSW,New England and North West,110,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,22
3,NSW,New England and North West,110,SA4,32,Automotive and Engineering Trades,2026-07-01,66
3,NSW,New England and North West,110,SA4,33,Construction Trades,2026-07-01,13
3,NSW,New England and North West,110,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,24
3,NSW,New England and North West,110,SA4,35,Food Trades,2026-07-01,25
3,NSW,New England and North West,110,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,4
3,NSW,New England and North West,110,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,3
3,NSW,New England and North West,110,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,10
2,NSW,New England and North West,110,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,121
3,NSW,New England and North West,110,SA4,41,Health and Welfare Support Workers,2026-07-01,18
3,NSW,New England and North West,110,SA4,42,Carers and Aides,2026-07-01,77
3,NSW,New England and North West,110,SA4,43,Hospitality Workers,2026-07-01,14
3,NSW,New England and North West,110,SA4,44,Protective Service Workers,2026-07-01,3
3,NSW,New England and North West,110,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,9
2,NSW,New England and North West,110,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,101
3,NSW,New England and North West,110,SA4,55,Numerical Clerks,2026-07-01,14
3,NSW,New England and North West,110,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,7
3,NSW,New England and North West,110,SA4,59,Other Clerical and Administrative Workers,2026-07-01,15
3,NSW,New England and North West,110,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,11
