onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",28.88,08/2019,Incumbent,O*NET
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",40.51,08/2019,Incumbent,O*NET
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",48.47,08/2019,Incumbent,O*NET
51-6092.00,Fabric and Apparel Patternmakers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",29.18,07/2016,Incumbent,O*NET
51-6092.00,Fabric and Apparel Patternmakers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",29.25,07/2016,Incumbent,O*NET
51-6092.00,Fabric and Apparel Patternmakers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",31.31,07/2016,Incumbent,O*NET
51-6093.00,Upholsterers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",49.31,07/2016,Incumbent,O*NET
51-6093.00,Upholsterers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,37.27,07/2016,Incumbent,O*NET
51-6093.00,Upholsterers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",32.86,07/2016,Incumbent,O*NET
51-7011.00,Cabinetmakers and Bench Carpenters,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",26.44,08/2026,Incumbent,O*NET
51-7011.00,Cabinetmakers and Bench Carpenters,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,27.81,08/2026,Incumbent,O*NET
51-7011.00,Cabinetmakers and Bench Carpenters,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",29.78,08/2026,Incumbent,O*NET
51-7021.00,Furniture Finishers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,24.0,07/2017,Incumbent,O*NET
51-7021.00,Furniture Finishers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",23.44,07/2017,Incumbent,O*NET
51-7021.00,Furniture Finishers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",32.26,07/2017,Incumbent,O*NET
51-7031.00,"Model Makers, Wood",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",29.6,08/2024,Incumbent,O*NET
51-7031.00,"Model Makers, Wood",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,33.04,08/2024,Incumbent,O*NET
51-7031.00,"Model Makers, Wood",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",30.84,08/2024,Incumbent,O*NET
51-7032.00,"Patternmakers, Wood",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",24.06,08/2021,Incumbent,O*NET
51-7032.00,"Patternmakers, Wood",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",34.31,08/2021,Incumbent,O*NET
51-7032.00,"Patternmakers, Wood",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",37.82,08/2021,Incumbent,O*NET
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,34.02,07/2013,Incumbent,O*NET
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",38.0,07/2013,Incumbent,O*NET
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",36.74,07/2013,Incumbent,O*NET
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",25.88,07/2015,Incumbent,O*NET
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,30.98,07/2015,Incumbent,O*NET
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",33.33,07/2015,Incumbent,O*NET
51-8011.00,Nuclear Power Reactor Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",33.54,07/2014,Incumbent,O*NET
51-8011.00,Nuclear Power Reactor Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",45.15,07/2014,Incumbent,O*NET
51-8011.00,Nuclear Power Reactor Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",33.19,07/2014,Incumbent,O*NET
51-8012.00,Power Distributors and Dispatchers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",27.84,08/2024,Incumbent,O*NET
51-8012.00,Power Distributors and Dispatchers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",35.14,08/2024,Incumbent,O*NET
51-8012.00,Power Distributors and Dispatchers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",31.75,08/2024,Incumbent,O*NET
51-8013.00,Power Plant Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",47.18,08/2024,Incumbent,O*NET
51-8013.00,Power Plant Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",37.0,08/2024,Incumbent,O*NET
51-8013.00,Power Plant Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",50.16,08/2024,Incumbent,O*NET
51-8013.03,Biomass Plant Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",26.12,08/2020,Incumbent,O*NET
51-8013.03,Biomass Plant Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",36.33,08/2020,Incumbent,O*NET
51-8013.03,Biomass Plant Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",39.06,08/2020,Incumbent,O*NET
51-8013.04,Hydroelectric Plant Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",55.77,08/2024,Incumbent,O*NET
51-8013.04,Hydroelectric Plant Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",33.75,08/2024,Incumbent,O*NET
51-8013.04,Hydroelectric Plant Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",42.43,08/2024,Incumbent,O*NET
51-8021.00,Stationary Engineers and Boiler Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",24.02,08/2023,Incumbent,O*NET
51-8021.00,Stationary Engineers and Boiler Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",50.91,08/2023,Incumbent,O*NET
51-8021.00,Stationary Engineers and Boiler Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",40.91,08/2023,Incumbent,O*NET
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,33.33,08/2025,Occupational Expert,O*NET
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",20.83,08/2025,Occupational Expert,O*NET
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",25.0,08/2025,Occupational Expert,O*NET
51-8091.00,Chemical Plant and System Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",1.33,08/2026,Incumbent,O*NET
51-8091.00,Chemical Plant and System Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",7.95,08/2026,Incumbent,O*NET
51-8091.00,Chemical Plant and System Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",8.09,08/2026,Incumbent,O*NET
51-8092.00,Gas Plant Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",51.32,08/2023,Incumbent,O*NET
51-8092.00,Gas Plant Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",40.18,08/2023,Incumbent,O*NET
51-8092.00,Gas Plant Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",45.71,08/2023,Incumbent,O*NET
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",18.56,08/2023,Incumbent,O*NET
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,29.71,08/2023,Incumbent,O*NET
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",43.47,08/2023,Incumbent,O*NET
51-8099.01,Biofuels Processing Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,38.29,07/2016,Incumbent,O*NET
51-8099.01,Biofuels Processing Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",37.65,07/2016,Incumbent,O*NET
51-8099.01,Biofuels Processing Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",31.68,07/2016,Incumbent,O*NET
51-9011.00,Chemical Equipment Operators and Tenders,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",10.44,08/2026,Incumbent,O*NET
51-9011.00,Chemical Equipment Operators and Tenders,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",43.09,08/2026,Incumbent,O*NET
51-9011.00,Chemical Equipment Operators and Tenders,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",13.39,08/2026,Incumbent,O*NET
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",16.56,08/2026,Incumbent,O*NET
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",36.92,08/2026,Incumbent,O*NET
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",50.99,08/2026,Incumbent,O*NET
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",35.32,08/2024,Incumbent,O*NET
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,33.5,08/2024,Incumbent,O*NET
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",51.82,08/2024,Incumbent,O*NET
51-9022.00,"Grinding and Polishing Workers, Hand",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,38.93,08/2023,Incumbent,O*NET
51-9022.00,"Grinding and Polishing Workers, Hand",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,30.16,08/2023,Incumbent,O*NET
51-9022.00,"Grinding and Polishing Workers, Hand",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",12.98,08/2023,Incumbent,O*NET
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",14.47,08/2023,Incumbent,O*NET
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",46.58,08/2023,Incumbent,O*NET
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",25.92,08/2023,Incumbent,O*NET
51-9031.00,"Cutters and Trimmers, Hand",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,32.44,08/2019,Incumbent,O*NET
51-9031.00,"Cutters and Trimmers, Hand",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",24.45,08/2019,Incumbent,O*NET
51-9031.00,"Cutters and Trimmers, Hand",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",41.75,08/2019,Incumbent,O*NET
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,39.09,08/2026,Incumbent,O*NET
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,34.63,08/2026,Incumbent,O*NET
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",30.03,08/2026,Incumbent,O*NET
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",22.94,07/2016,Incumbent,O*NET
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,34.43,07/2016,Incumbent,O*NET
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",40.47,07/2016,Incumbent,O*NET
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,28.84,07/2015,Incumbent,O*NET
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,29.6,07/2015,Incumbent,O*NET
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",32.58,07/2015,Incumbent,O*NET
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,43.9,08/2020,Incumbent,O*NET
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,31.5,08/2020,Incumbent,O*NET
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",26.17,08/2020,Incumbent,O*NET
51-9071.00,Jewelers and Precious Stone and Metal Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",25.64,08/2025,Incumbent,O*NET
51-9071.00,Jewelers and Precious Stone and Metal Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",28.01,08/2025,Incumbent,O*NET
51-9071.00,Jewelers and Precious Stone and Metal Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",29.28,08/2025,Incumbent,O*NET
51-9071.06,Gem and Diamond Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",58.98,08/2026,Incumbent,O*NET
51-9071.06,Gem and Diamond Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",54.04,08/2026,Incumbent,O*NET
51-9071.06,Gem and Diamond Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",20.01,08/2026,Incumbent,O*NET
51-9081.00,Dental Laboratory Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",26.2,08/2022,Incumbent,O*NET
51-9081.00,Dental Laboratory Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",20.8,08/2022,Incumbent,O*NET
51-9081.00,Dental Laboratory Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",28.47,08/2022,Incumbent,O*NET
51-9082.00,Medical Appliance Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,32.86,08/2026,Incumbent,O*NET
51-9082.00,Medical Appliance Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,38.88,08/2026,Incumbent,O*NET
51-9082.00,Medical Appliance Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",49.54,08/2026,Incumbent,O*NET
51-9083.00,Ophthalmic Laboratory Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",27.06,07/2015,Incumbent,O*NET
51-9083.00,Ophthalmic Laboratory Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,30.66,07/2015,Incumbent,O*NET
51-9083.00,Ophthalmic Laboratory Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",30.91,07/2015,Incumbent,O*NET
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,36.64,07/2017,Incumbent,O*NET
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,39.13,07/2017,Incumbent,O*NET
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",37.27,07/2017,Incumbent,O*NET
51-9123.00,"Painting, Coating, and Decorating Workers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,31.42,08/2019,Incumbent,O*NET
51-9123.00,"Painting, Coating, and Decorating Workers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,57.25,08/2019,Incumbent,O*NET
51-9123.00,"Painting, Coating, and Decorating Workers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",40.96,08/2019,Incumbent,O*NET
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,38.58,08/2022,Incumbent,O*NET
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,29.21,08/2022,Incumbent,O*NET
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",15.51,08/2022,Incumbent,O*NET
51-9141.00,Semiconductor Processing Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,48.19,12/2006,Incumbent,O*NET
51-9141.00,Semiconductor Processing Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",25.06,12/2006,Incumbent,O*NET
51-9141.00,Semiconductor Processing Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",49.03,12/2006,Incumbent,O*NET
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,43.68,07/2017,Incumbent,O*NET
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,41.39,07/2017,Incumbent,O*NET
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",34.14,07/2017,Incumbent,O*NET
51-9161.00,Computer Numerically Controlled Tool Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,29.44,08/2023,Incumbent,O*NET
51-9161.00,Computer Numerically Controlled Tool Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",30.65,08/2023,Incumbent,O*NET
51-9161.00,Computer Numerically Controlled Tool Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",24.61,08/2023,Incumbent,O*NET
51-9162.00,Computer Numerically Controlled Tool Programmers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",33.88,08/2025,Incumbent,O*NET
51-9162.00,Computer Numerically Controlled Tool Programmers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",27.97,08/2025,Incumbent,O*NET
51-9162.00,Computer Numerically Controlled Tool Programmers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",37.73,08/2025,Incumbent,O*NET
51-9191.00,Adhesive Bonding Machine Operators and Tenders,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,42.69,07/2015,Incumbent,O*NET
51-9191.00,Adhesive Bonding Machine Operators and Tenders,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,23.83,07/2015,Incumbent,O*NET
51-9191.00,Adhesive Bonding Machine Operators and Tenders,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",28.48,07/2015,Incumbent,O*NET
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",13.55,07/2017,Incumbent,O*NET
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",14.28,07/2017,Incumbent,O*NET
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",13.55,07/2017,Incumbent,O*NET
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",28.66,07/2017,Incumbent,O*NET
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,60.09,07/2017,Incumbent,O*NET
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",28.79,07/2017,Incumbent,O*NET
51-9194.00,Etchers and Engravers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",26.85,07/2017,Incumbent,O*NET
51-9194.00,Etchers and Engravers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",31.31,07/2017,Incumbent,O*NET
51-9194.00,Etchers and Engravers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",34.12,07/2017,Incumbent,O*NET
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",42.86,07/2015,Incumbent,O*NET
