cricos_provider_code,institution_name,cricos_course_code,course_name,vet_national_code,dual_qualification,course_level,primary_broad_field_code,primary_broad_field_name,primary_narrow_field_code,primary_narrow_field_name,primary_detailed_field_code,primary_detailed_field_name,secondary_broad_field_code,secondary_broad_field_name,secondary_narrow_field_code,secondary_narrow_field_name,secondary_detailed_field_code,secondary_detailed_field_name,foundation_studies,work_component,work_component_hours_per_week,work_component_weeks,work_component_total_hours,course_language,duration_weeks,tuition_fee_aud,non_tuition_fee_aud,estimated_total_course_cost_aud,data_source
03468F,Macallan College Pty Ltd,119089J,Certificate IV in Ageing Support,CHC43015,No,Certificate IV,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,,,,,,,No,Yes,6.0,20,120,English,56,14000,1500,15500,CRICOS
03468F,Macallan College Pty Ltd,119250E,Certificate III in Solid Plastering,CPC31020,No,Certificate III,04,Architecture and Building,0403,Building,040317,Plastering,,,,,,,No,No,,,,English,52,30000,3000,33000,CRICOS
03468F,Macallan College Pty Ltd,119251D,Certificate III in Joinery,CPC31920,No,Certificate III,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,,,,,,,No,No,,,,English,78,34000,4000,38000,CRICOS
03468F,Macallan College Pty Ltd,119252C,Certificate III in Roof Plumbing,CPC32620,No,Certificate III,04,Architecture and Building,0403,Building,040315,Roof Fixing,,,,,,,No,No,,,,English,52,30000,3000,33000,CRICOS
03468F,Macallan College Pty Ltd,119253B,Certificate III in Bricklaying and Blocklaying,CPC33020,No,Certificate III,04,Architecture and Building,0403,Building,040309,Bricklaying and Stonemasonry,,,,,,,No,No,,,,English,52,30000,3000,33000,CRICOS
03468F,Macallan College Pty Ltd,119254A,Certificate III in Wall and Floor Tiling,CPC31320,No,Certificate III,04,Architecture and Building,0403,Building,040313,"Ceiling, Wall and Floor Fixing",,,,,,,No,No,,,,English,52,30000,3000,33000,CRICOS
03468F,Macallan College Pty Ltd,119255M,Certificate IV in Building and Construction,CPC40120,No,Certificate IV,04,Architecture and Building,0403,Building,040303,Building Construction Management,,,,,,,No,No,,,,English,52,30000,3000,33000,CRICOS
03468F,Macallan College Pty Ltd,119259G,Diploma of Early Childhood Education and Care,CHC50125,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,10.0,28,280,English,65,18500,1500,20000,CRICOS
03468F,Macallan College Pty Ltd,119278D,Diploma of Community Services,CHC52025,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",,,,,,,No,Yes,20.0,20,400,English,104,30000,6500,36500,CRICOS
03468F,Macallan College Pty Ltd,119621E,Certificate III in Early Childhood Education and Care,CHC30125,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,40.0,4,160,English,52,14000,1500,15500,CRICOS
03468F,Macallan College Pty Ltd,120300A,Certificate IV in Automotive Mechanical Diagnosis,AUR40226,No,Certificate IV,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,,,,,,,No,Yes,24.0,10,240,English,52,15000,0,15000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,098081F,Certificate IV in Ageing Support,CHC43015,No,Certificate IV,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,,,,,,,No,Yes,30.0,5,150,English,78,10000,0,10000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,105676E,Diploma of Information Technology,ICT50220,No,Diploma,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",,,,,,,No,No,,,,English,52,15000,200,15200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,105677D,Advanced Diploma of Information Technology,ICT60220,No,Advanced Diploma,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",,,,,,,No,No,,,,English,70,15000,200,15200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,105777M,Certificate III in Design Fundamentals,CUA30720,No,Certificate III,10,Creative Arts,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",,,,,,,No,No,,,,English,52,15000,0,15000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,105828E,Diploma of Graphic Design,CUA50720,No,Diploma,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,,,,,,,No,No,,,,English,52,15000,0,15000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,106954B,Certificate III in Business,BSB30120,No,Certificate III,08,Management and Commerce,0809,Office Studies,080999,"Office Studies, n.e.c.",,,,,,,No,No,,,,English,52,16000,200,16200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,106955A,Diploma of Business,BSB50120,No,Diploma,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",,,,,,,No,No,,,,English,52,12000,200,12200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,106956M,Diploma of Screen and Media,CUA51020,No,Diploma,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",,,,,,,No,No,,,,English,160,15000,200,15200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,109498H,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,No,,,,English,72,21450,0,21450,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,110151C,Certificate III in Early Childhood Education and Care,CHC30121,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,8.0,20,160,English,52,16000,0,16000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,110152B,Diploma of Early Childhood Education and Care,CHC50121,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,8.0,35,280,English,104,15999,0,15999,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,112012J,Diploma of Engineering - Technical,MEM50222,No,Diploma,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030701,Mechanical Engineering,,,,,,,No,No,,,,English,78,20000,0,20000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,112021H,Advanced Diploma of Engineering,MEM60122,No,Advanced Diploma,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030799,"Mechanical and Industrial Engineering and Technology, n.e.c.",,,,,,,No,No,,,,English,106,30000,0,30000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,114138A,Certificate III in Individual Support,CHC33021,No,Certificate III,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",,,,,,,No,Yes,20.0,6,120,English,52,10000,200,10200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,114142E,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,Yes,20.0,6,120,English,102,30000,200,30200,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,118614A,Diploma of Early Childhood Education and Care,CHC50125,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,8.0,35,280,English,104,15999,0,15999,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,119622D,Certificate III in Early Childhood Education and Care,CHC30125,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,8.0,20,160,English,52,16000,0,16000,CRICOS
03469E,Australian Institute of Advanced Studies Pty Ltd,120071J,Diploma of Graphic Design,CUA50725,No,Diploma,10,Creative Arts,1005,Graphic and Design Studies,100500,"Graphic and Design Studies, n.f.d.",,,,,,,No,No,,,,English,52,15000,500,15500,CRICOS
03473J,Aventia Institute Pty Ltd,104282J,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,78,12199,0,12199,CRICOS
03473J,Aventia Institute Pty Ltd,106363C,Certificate III in Light Vehicle Mechanical Technology,AUR30620,No,Certificate III,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,,,,,,,No,No,,,,English,67,24000,0,24000,CRICOS
03473J,Aventia Institute Pty Ltd,106364B,Certificate IV in Automotive Mechanical Diagnosis,AUR40216,No,Certificate IV,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,,,,,,,No,No,,,,English,31,15000,0,15000,CRICOS
03473J,Aventia Institute Pty Ltd,106365A,Diploma of Automotive Management,AUR50116,No,Diploma,08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,,,,English,52,18000,0,18000,CRICOS
03473J,Aventia Institute Pty Ltd,106587J,Certificate III in Business,BSB30120,No,Certificate III,08,Management and Commerce,0809,Office Studies,080999,"Office Studies, n.e.c.",,,,,,,No,No,,,,English,55,8990,0,8990,CRICOS
03473J,Aventia Institute Pty Ltd,106588H,Certificate IV in Business,BSB40120,No,Certificate IV,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,44,9090,0,9090,CRICOS
03473J,Aventia Institute Pty Ltd,106589G,Diploma of Business,BSB50120,No,Diploma,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,78,12790,0,12790,CRICOS
03473J,Aventia Institute Pty Ltd,106590C,Advanced Diploma of Business,BSB60120,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,65,11990,0,11990,CRICOS
03473J,Aventia Institute Pty Ltd,106591B,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",,,,,,,No,No,,,,English,52,15495,0,15495,CRICOS
03473J,Aventia Institute Pty Ltd,106592A,Certificate IV in Financial Services,FNS41820,No,Certificate IV,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081100,"Banking, Finance and Related Fields, n.f.d.",,,,,,,No,No,,,,English,52,7990,0,7990,CRICOS
03473J,Aventia Institute Pty Ltd,106593M,Diploma of Community Services,CHC52015,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",,,,,,,No,Yes,20.0,8,160,English,104,19990,0,19990,CRICOS
03473J,Aventia Institute Pty Ltd,106594K,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,65,13599,0,13599,CRICOS
03473J,Aventia Institute Pty Ltd,106951E,General English,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,60,28390,200,28590,CRICOS
03473J,Aventia Institute Pty Ltd,108769J,Certificate II in Horticulture,AHC20416,No,Certificate II,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,26,6900,250,7150,CRICOS
03473J,Aventia Institute Pty Ltd,108770E,Certificate III in Horticulture,AHC30716,No,Certificate III,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,52,14050,250,14300,CRICOS
03473J,Aventia Institute Pty Ltd,108771D,Certificate IV in Horticulture,AHC40416,No,Certificate IV,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,39,11450,250,11700,CRICOS
03473J,Aventia Institute Pty Ltd,108772C,Diploma of Horticulture,AHC50416,No,Diploma,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,52,15350,250,15600,CRICOS
03473J,Aventia Institute Pty Ltd,108773B,Diploma of Agriculture,AHC50116,No,Diploma,05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050101,Agricultural Science,,,,,,,No,No,,,,English,52,15350,250,15600,CRICOS
03473J,Aventia Institute Pty Ltd,109499G,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,Yes,25.0,10,250,English,78,19995,0,19995,CRICOS
03473J,Aventia Institute Pty Ltd,109841J,Certificate III in Commercial Cookery,SIT30821,No,Certificate III,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,No,,,,English,52,13295,1700,14995,CRICOS
03473J,Aventia Institute Pty Ltd,110370C,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,65,14995,1700,16695,CRICOS
03473J,Aventia Institute Pty Ltd,110371B,Advanced Diploma of Hospitality Management,SIT60322,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,87,18595,1400,19995,CRICOS
03473J,Aventia Institute Pty Ltd,110773F,Diploma of Agribusiness Management,AHC51422,No,Diploma,08,Management and Commerce,0803,Business and Management,080321,Farm Management and Agribusiness,,,,,,,No,No,,,,English,52,15350,250,15600,CRICOS
03473J,Aventia Institute Pty Ltd,115238M,Certificate II in Horticulture,AHC20422,No,Certificate II,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,26,7150,750,7900,CRICOS
03473J,Aventia Institute Pty Ltd,115239K,Certificate III in Horticulture,AHC30722,No,Certificate III,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,52,750,14250,15000,CRICOS
03473J,Aventia Institute Pty Ltd,115240F,Certificate IV in Horticulture,AHC40422,No,Certificate IV,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,44,13750,750,14500,CRICOS
03473J,Aventia Institute Pty Ltd,115241E,Diploma of Horticulture Management,AHC50422,No,Diploma,05,"Agriculture, Environmental and Related Studies",0503,Horticulture and Viticulture,050301,Horticulture,,,,,,,No,No,,,,English,52,16250,750,17000,CRICOS
03473J,Aventia Institute Pty Ltd,115242D,Diploma of Agriculture,AHC50122,No,Diploma,05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050101,Agricultural Science,,,,,,,No,No,,,,English,52,16250,750,17000,CRICOS
03473J,Aventia Institute Pty Ltd,115243C,Diploma of Community Services,CHC52021,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090515,Welfare Studies,,,,,,,No,Yes,20.0,10,200,English,104,30000,750,30750,CRICOS
03473J,Aventia Institute Pty Ltd,116776K,Certificate IV in Information Technology,ICT40120,No,Certificate IV,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",,,,,,,No,No,,,,English,52,15000,500,15500,CRICOS
03473J,Aventia Institute Pty Ltd,116777J,Diploma of Information Technology,ICT50220,No,Diploma,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",,,,,,,No,No,,,,English,65,19000,500,19500,CRICOS
03473J,Aventia Institute Pty Ltd,116778H,Advanced Diploma of Information Technology,ICT60220,No,Advanced Diploma,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",,,,,,,No,No,,,,English,104,28000,500,28500,CRICOS
03473J,Aventia Institute Pty Ltd,116779G,Diploma of Civil Construction Design,RII50520,No,Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",,,,,,,No,No,,,,English,104,18000,2500,20500,CRICOS
03473J,Aventia Institute Pty Ltd,116843D,Advanced Diploma of Civil Construction Design,RII60520,No,Advanced Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",,,,,,,No,No,,,,English,96,31000,1200,32200,CRICOS
03473J,Aventia Institute Pty Ltd,118741E,Diploma of Community Services,CHC52025,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",,,,,,,No,Yes,20.0,10,200,English,104,30000,750,30750,CRICOS
03473J,Aventia Institute Pty Ltd,120301M,Certificate IV in Automotive Mechanical Diagnosis,AUR40226,No,Certificate IV,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,,,,,,,No,No,,,,English,31,15000,0,15000,CRICOS
03473J,Aventia Institute Pty Ltd,120383D,Diploma of Automotive Management,AUR50126,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,18000,0,18000,CRICOS
03474G,HCR Constructions Pty Ltd,0101574,Certificate II in Security Operations,CPP20218,No,Certificate II,09,Society and Culture,0999,Other Society and Culture,099905,Security Services,,,,,,,No,No,,,,English,7,2000,500,2500,CRICOS
03474G,HCR Constructions Pty Ltd,0101575,Certificate III in Security Operations,CPP31318,No,Certificate III,09,Society and Culture,0999,Other Society and Culture,099905,Security Services,,,,,,,No,No,,,,English,7,2500,500,3000,CRICOS
03474G,HCR Constructions Pty Ltd,103775G,Diploma of Building and Construction (Building),CPC50220,No,Diploma,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03474G,HCR Constructions Pty Ltd,104283H,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03474G,HCR Constructions Pty Ltd,104869D,Certificate III in Carpentry,CPC30220,No,Certificate III,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,,,,,,,No,No,,,,English,54,20000,2000,22000,CRICOS
03474G,HCR Constructions Pty Ltd,105235H,Advanced Diploma of Civil Construction Design,RII60520,No,Advanced Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",,,,,,,No,No,,,,English,50,20000,2000,22000,CRICOS
03474G,HCR Constructions Pty Ltd,107409H,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,78,20000,2000,22000,CRICOS
03474G,HCR Constructions Pty Ltd,113078E,Certificate III in Commercial Cookery,SIT30821,No,Certificate III,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,No,,,,English,52,23000,2000,25000,CRICOS
03474G,HCR Constructions Pty Ltd,113079D,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,No,,,,English,78,23000,2000,25000,CRICOS
03474G,HCR Constructions Pty Ltd,113080M,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,104,30000,3000,33000,CRICOS
03474G,HCR Constructions Pty Ltd,113858K,Diploma of Community Services,CHC52021,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090515,Welfare Studies,,,,,,,No,Yes,20.0,10,200,English,96,25000,2000,27000,CRICOS
03474G,HCR Constructions Pty Ltd,113859J,Certificate IV in Ageing Support,CHC43015,No,Certificate IV,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,,,,,,,No,Yes,15.0,8,120,English,52,15000,2000,17000,CRICOS
03474G,HCR Constructions Pty Ltd,114329E,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",,,,,,,No,No,,,,English,104,30000,3000,33000,CRICOS
03474G,HCR Constructions Pty Ltd,115449M,Advanced Diploma of Engineering Technology - Electrical,UEE62122,No,Advanced Diploma,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031300,"Electrical and Electronic Engineering and Technology, n.f.d.",,,,,,,No,No,,,,English,104,32000,3000,35000,CRICOS
03474G,HCR Constructions Pty Ltd,117536G,Diploma of Civil Construction Design,RII50520,No,Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",,,,,,,No,No,,,,English,54,20000,2000,22000,CRICOS
03474G,HCR Constructions Pty Ltd,118742D,Diploma of Community Services,CHC52025,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",,,,,,,No,Yes,20.0,10,200,English,104,30000,3000,33000,CRICOS
03475G,Site Institute Pty Ltd,102568M,English for Professional Practice,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,28,5000,200,5200,CRICOS
03475G,Site Institute Pty Ltd,102569K,English for Engineering,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,28,5000,200,5200,CRICOS
03475G,Site Institute Pty Ltd,104870M,Certificate III in Carpentry,CPC30220,No,Certificate III,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,,,,,,,No,No,,,,English,104,22310,2300,24610,CRICOS
03475G,Site Institute Pty Ltd,105246E,Diploma of Civil Construction Design,RII50520,No,Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030999,"Civil Engineering, n.e.c.",,,,,,,No,No,,,,English,104,27025,0,27025,CRICOS
03475G,Site Institute Pty Ltd,112002M,Certificate III in Engineering - Technical,MEM30522,No,Certificate III,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030701,Mechanical Engineering,,,,,,,No,No,,,,English,28,7700,0,7700,CRICOS
03475G,Site Institute Pty Ltd,112013H,Diploma of Engineering - Technical,MEM50222,No,Diploma,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030701,Mechanical Engineering,,,,,,,No,No,,,,English,52,13200,0,13200,CRICOS
03475G,Site Institute Pty Ltd,112623D,Certificate III in Cabinet Making and Timber Technology,MSF30322,No,Certificate III,03,Engineering and Related Technologies,0301,Manufacturing Engineering and Technology,030113,Cabinet Making,,,,,,,No,No,,,,English,94,23350,1720,25070,CRICOS
03477E,Vanshraj Enterprises Pty Ltd,105640F,Advanced Diploma of Business,BSB60120,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,58,10000,1000,11000,CRICOS
03477E,Vanshraj Enterprises Pty Ltd,105641E,Diploma of Business,BSB50120,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,57,10000,1000,11000,CRICOS
03477E,Vanshraj Enterprises Pty Ltd,107467J,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",,,,,,,No,No,,,,English,76,17000,1000,18000,CRICOS
03477E,Vanshraj Enterprises Pty Ltd,109500H,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,Yes,8.0,24,192,English,73,13050,0,13050,CRICOS
03477E,Vanshraj Enterprises Pty Ltd,109842H,Certificate III in Commercial Cookery,SIT30821,No,Certificate III,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,Yes,8.0,24,192,English,52,11050,0,11050,CRICOS
03477E,Vanshraj Enterprises Pty Ltd,112199D,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,67,17000,1500,18500,CRICOS
03478D,Astar Training Institute Pty Ltd,106714G,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,65,15000,2000,17000,CRICOS
03478D,Astar Training Institute Pty Ltd,117786M,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,78,22500,500,23000,CRICOS
03478D,Astar Training Institute Pty Ltd,117787K,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,,,,,,,No,No,,,,English,104,30000,600,30600,CRICOS
03478D,Astar Training Institute Pty Ltd,117812C,Diploma of Information Technology,ICT50220,No,Diploma,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,,,,English,52,22500,500,23000,CRICOS
03478D,Astar Training Institute Pty Ltd,117813B,Advanced Diploma of Information Technology,ICT60220,No,Advanced Diploma,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,,,,English,104,30000,600,30600,CRICOS
03478D,Astar Training Institute Pty Ltd,117814A,Diploma of Civil Construction Design,RII50520,No,Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030999,"Civil Engineering, n.e.c.",,,,,,,No,No,,,,English,65,18750,450,19200,CRICOS
03478D,Astar Training Institute Pty Ltd,117815M,Advanced Diploma of Civil Construction Design,RII60520,No,Advanced Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030999,"Civil Engineering, n.e.c.",,,,,,,No,No,,,,English,39,11250,350,11600,CRICOS
03478D,Astar Training Institute Pty Ltd,119180C,Diploma of Building and Construction (Building),CPC50220,No,Diploma,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03478D,Astar Training Institute Pty Ltd,119181B,Certificate III in Painting and Decorating,CPC30620,No,Certificate III,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03478D,Astar Training Institute Pty Ltd,119182A,Certificate III in Carpentry,CPC30220,No,Certificate III,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03478D,Astar Training Institute Pty Ltd,119974B,Certificate III in Cabinet Making and Timber Technology,MSF30322,No,Certificate III,03,Engineering and Related Technologies,0301,Manufacturing Engineering and Technology,030113,Cabinet Making,,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03478D,Astar Training Institute Pty Ltd,119975A,Certificate III in Wall and Floor Tiling,CPC31320,No,Certificate III,04,Architecture and Building,0403,Building,040313,"Ceiling, Wall and Floor Fixing",,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03478D,Astar Training Institute Pty Ltd,119976M,Certificate III in Solid Plastering,CPC31020,No,Certificate III,04,Architecture and Building,0403,Building,040317,Plastering,,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03478D,Astar Training Institute Pty Ltd,119977K,Certificate III in Glass and Glazing,MSF30422,No,Certificate III,04,Architecture and Building,0403,Building,040323,Glazing,,,,,,,No,No,,,,English,52,20000,2000,22000,CRICOS
03479C,Australian Institute of English Pty Ltd,091212A,General English (Pre-Intermediate),,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,12,2900,0,2900,CRICOS
03479C,Australian Institute of English Pty Ltd,091213M,General English (Intermediate),,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,12,2900,0,2900,CRICOS
03479C,Australian Institute of English Pty Ltd,091214K,General English (Upper Intermediate),,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,12,2900,0,2900,CRICOS
03479C,Australian Institute of English Pty Ltd,113082J,Advanced Diploma of Business,BSB60120,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,104,18000,400,18400,CRICOS
