qualification_code,qualification_title,osca_code,osca_description,pathway,special_conditions,special_conditions_description,jsc
AHC33325,Certificate III in Feedlot Operations,841232,Cattle and Sheep Farm Worker,Occupation ready,,,Skills Insight
AHC33325,Certificate III in Feedlot Operations,343232,Senior Cattle and Sheep Farm Worker,Progression pathway,,,Skills Insight
AHC33325,Certificate III in Feedlot Operations,343231,Senior Beef Cattle Station Worker,Progression pathway,,,Skills Insight
AHC33722,Certificate III in Protected Horticulture,841138,Vegetable Farm Worker,Specialised training,,,Skills Insight
AHC33722,Certificate III in Protected Horticulture,151299,Horticultural Crop Growers nec,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
AHC33722,Certificate III in Protected Horticulture,841132,Fruit Farm Worker,Specialised training,,,Skills Insight
AHC33722,Certificate III in Protected Horticulture,244632,Botanist,Progression pathway,,,Skills Insight
AHC33822,Certificate III in Permaculture,342131,Gardener (General),Specialised training,,,Skills Insight
AHC33822,Certificate III in Permaculture,842931,Bush Regenerator,Specialised training,,,Skills Insight
AHC33822,Certificate III in Permaculture,842999,Garden and Forestry Workers nec,Specialised training,,,Skills Insight
AHC33924,Certificate III in Medicinal Cannabis Cultivation and Production,151299,Horticultural Crop Growers nec,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
AHC33924,Certificate III in Medicinal Cannabis Cultivation and Production,741131,Agricultural and Horticultural Mobile Plant Operator,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
AHC33924,Certificate III in Medicinal Cannabis Cultivation and Production,343134,Horticultural Supervisor or Specialist,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343135,Senior Broadacre Crop and Livestock Farm Worker,Occupation ready,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343232,Senior Cattle and Sheep Farm Worker,Occupation ready,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343231,Senior Beef Cattle Station Worker,Occupation ready,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343233,Senior Dairy Cattle Farm Worker,Occupation ready,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343136,Senior Broadacre Crop Farm Worker,Occupation ready,,,Skills Insight
AHC40122,Certificate IV in Agriculture,841134,"Grain, Oilseed, Pulse and Pasture Farm Worker",Specialised training,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152231,Dairy Cattle Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343199,"Senior Aquaculture, Crop and Forestry Workers nec",Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152934,Pig Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,151236,Vegetable Grower,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343134,Horticultural Supervisor or Specialist,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,151332,Broadacre Crop and Livestock Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,151237,Wine Grape Grower,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152935,Poultry Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152331,Mixed Cattle and Sheep Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,343137,Vineyard Supervisor,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,311131,Agricultural and Agritech Technician,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152131,Beef Cattle Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152431,Sheep Farmer,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,151131,Cotton Grower,Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,151132,"Grain, Oilseed, Pulse or Pasture Grower",Progression pathway,,,Skills Insight
AHC40122,Certificate IV in Agriculture,152932,Goat Farmer,Progression pathway,,,Skills Insight
AHC40224,Certificate IV in Protected Horticulture,343134,Horticultural Supervisor or Specialist,Occupation ready,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151299,Horticultural Crop Growers nec,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
AHC40324,Certificate IV in Production Horticulture,841138,Vegetable Farm Worker,Specialised training,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,841132,Fruit Farm Worker,Specialised training,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151236,Vegetable Grower,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151237,Wine Grape Grower,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151234,Production Nursery Grower,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151231,Flower Grower,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151232,Fruit Grower,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,244632,Botanist,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151233,Nut Grower,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,343134,Horticultural Supervisor or Specialist,Progression pathway,,,Skills Insight
AHC40324,Certificate IV in Production Horticulture,151133,Sugar Cane Grower,Progression pathway,,,Skills Insight
AHC40422,Certificate IV in Horticulture,342131,Gardener (General),Occupation ready,,,Skills Insight
AHC40422,Certificate IV in Horticulture,343134,Horticultural Supervisor or Specialist,Occupation ready,,,Skills Insight
AHC40422,Certificate IV in Horticulture,842231,Horticultural Nursery Assistant,Specialised training,,,Skills Insight
AHC40422,Certificate IV in Horticulture,151231,Flower Grower,Progression pathway,,,Skills Insight
AHC40422,Certificate IV in Horticulture,151234,Production Nursery Grower,Progression pathway,,,Skills Insight
AHC40422,Certificate IV in Horticulture,244632,Botanist,Progression pathway,,,Skills Insight
AHC40624,Certificate IV in Nursery Operations,342931,Nurseryperson,Occupation ready,,,Skills Insight
AHC40624,Certificate IV in Nursery Operations,151234,Production Nursery Grower,Occupation ready,,,Skills Insight
AHC40624,Certificate IV in Nursery Operations,171231,Office Manager,Specialised training,,,Skills Insight
AHC40924,Certificate IV in Conservation and Ecosystem Management,244332,Conservation Officer,Occupation ready,,,Skills Insight
AHC40924,Certificate IV in Conservation and Ecosystem Management,244331,Aboriginal and Torres Strait Islander Land and Sea Ranger,Occupation ready,,,Skills Insight
AHC40924,Certificate IV in Conservation and Ecosystem Management,149331,Environmental Manager,Occupation ready,,,Skills Insight
AHC40924,Certificate IV in Conservation and Ecosystem Management,842931,Bush Regenerator,Specialised training,,,Skills Insight
AHC40924,Certificate IV in Conservation and Ecosystem Management,244334,Park Ranger,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,343136,Senior Broadacre Crop Farm Worker,Occupation ready,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,343135,Senior Broadacre Crop and Livestock Farm Worker,Occupation ready,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,831136,Fruit and Vegetable Factory Worker,Specialised training,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,343233,Senior Dairy Cattle Farm Worker,Specialised training,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151332,Broadacre Crop and Livestock Farmer,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,152231,Dairy Cattle Farmer,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,152935,Poultry Farmer,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,152932,Goat Farmer,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151399,Mixed Production and Aquaculture Farmers nec,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,152934,Pig Farmer,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,152999,Livestock Farmers nec,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151131,Cotton Grower,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151132,"Grain, Oilseed, Pulse or Pasture Grower",Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151133,Sugar Cane Grower,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151199,Broadacre Crop Growers nec,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151232,Fruit Grower,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151233,Nut Grower,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151234,Production Nursery Grower,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151236,Vegetable Grower,Progression pathway,,,Skills Insight
AHC41024,Certificate IV in Agribusiness,151237,Wine Grape Grower,Progression pathway,,,Skills Insight
