onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,20.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,10.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,10.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,5.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,5.26,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),5.26,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,15.79,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,10.53,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,10.53,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.37,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,5.26,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,7.41,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,14.81,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,22.22,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.56,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),6.25,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,6.25,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,18.75,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,6.25,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,37.5,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,12.5,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,6.25,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,6.25,08/2026,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,40.91,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,4.55,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,27.27,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,22.73,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,4.55,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2024,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2024,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,9.52,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,23.81,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,38.1,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,19.05,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,9.52,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2019,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2019,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,82.35,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,11.76,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Occupational Expert,O*NET
