cricos_course_code,course_name,course_level,field_rank,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,field_code,field_name,data_source
116698H,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,CRICOS
116699G,Advanced Diploma of Civil Construction Design,Advanced Diploma,1,03,Engineering and Related Technologies,0309,Civil Engineering,030999,"Civil Engineering, n.e.c.",CRICOS
118110C,Advanced Diploma of Information Technology,Advanced Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
119998E,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
119999D,Certificate III in Early Childhood Education and Care,Certificate III,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
120000B,Diploma of Early Childhood Education and Care,Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
120001A,Diploma of Civil Construction Design,Diploma,1,03,Engineering and Related Technologies,0309,Civil Engineering,030999,"Civil Engineering, n.e.c.",CRICOS
120563M,Certificate III in Early Childhood Education and Care,Certificate III,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
120926M,Certificate III in Glass and Glazing,Certificate III,1,04,Architecture and Building,0403,Building,040323,Glazing,CRICOS
120927K,Certificate III in Painting and Decorating,Certificate III,1,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",CRICOS
120928J,Certificate III in Bricklaying and Blocklaying,Certificate III,1,04,Architecture and Building,0403,Building,040309,Bricklaying and Stonemasonry,CRICOS
120929H,Certificate III in Solid Plastering,Certificate III,1,04,Architecture and Building,0403,Building,040399,"Building, n.e.c.",CRICOS
120930D,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
116433M,Bachelor of Technology (Electric Vehicle),Bachelor Degree,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030599,"Automotive Engineering and Technology, n.e.c.",CRICOS
119368B,Graduate Diploma of Automotive Engineering (Motorsport and E-racing),Graduate Diploma,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030599,"Automotive Engineering and Technology, n.e.c.",CRICOS
119369A,Master of Automotive Engineering (Motorsport and E-racing),Masters Degree (Coursework),1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030599,"Automotive Engineering and Technology, n.e.c.",CRICOS
116474B,Certificate IV in Leadership and Management,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116476M,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116477K,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116478J,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
116479H,Certificate IV in Building and Construction,Certificate IV,1,04,Architecture and Building,0403,Building,040301,Building Science and Technology,CRICOS
116480D,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
116482B,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
116483A,Certificate IV in Ageing Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
116485K,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
118858C,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
116520A,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116521M,Certificate IV in Community Services,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116541G,Certificate IV in Engineering,Certificate IV,1,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030799,"Mechanical and Industrial Engineering and Technology, n.e.c.",CRICOS
116542F,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",CRICOS
116557K,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
116558J,Certificate III in Bricklaying and Blocklaying,Certificate III,1,04,Architecture and Building,0403,Building,040309,Bricklaying and Stonemasonry,CRICOS
116559H,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
116603J,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",CRICOS
116605G,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116606F,Certificate IV in Disability Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090509,Care for the Disabled,CRICOS
116608D,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,CRICOS
116609C,Advanced Diploma of Information Technology,Advanced Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
116610K,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
116611J,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110101,Hospitality,CRICOS
116612H,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
118859B,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
116635A,Diploma of Information Technology,Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
116636M,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116637K,Certificate IV in Community Services,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116638J,Advanced Diploma of Information Technology,Advanced Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
116948F,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116949E,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
116950A,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116658E,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
116659D,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
116660M,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
116661K,Advanced Diploma of Hospitality Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
116662J,Certificate III in Automotive Electrical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,CRICOS
116663H,Certificate III in Light Vehicle Mechanical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030505,Automotive Electrics and Electronics,CRICOS
116666E,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
118677H,Diploma of Early Childhood Education and Care,Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
119690C,Certificate III in Early Childhood Education and Care,Certificate III,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
120360M,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,CRICOS
120405C,Diploma of Automotive Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116672G,Certificate IV in Building and Construction,Certificate IV,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
116673F,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
116736G,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
116743H,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
116890H,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090511,Residential Client Care,CRICOS
116891G,Certificate IV in Ageing Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
116892F,Certificate IV in Disability Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090509,Care for the Disabled,CRICOS
116752G,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
116753F,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116807H,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116808G,Certificate IV in Disability Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090509,Care for the Disabled,CRICOS
116809F,Certificate IV in Ageing Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
116810B,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116811A,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116812M,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116813K,Provide cardiopulmonary resuscitation,Vocational Short Course,1,06,Health,0699,Other Health,069907,First Aid,CRICOS
116814J,Provide First Aid,Vocational Short Course,1,06,Health,0699,Other Health,069907,First Aid,CRICOS
118860J,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
116819D,Certificate IV in Leadership and Management,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116821K,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116847M,Certificate IV in Business,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116848K,Certificate IV in Human Resource Management,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,CRICOS
116849J,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116850E,Diploma of Human Resource Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,CRICOS
116851D,Advanced Diploma of Business,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116852C,Advanced Diploma of Human Resource Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,CRICOS
116853B,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,CRICOS
117168D,English for Academic Purposes Levels 1 - 4,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
116856K,Bachelor of Business (Accounting),Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117596F,Graduate Diploma of Early Childhood Education,Graduate Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
118355D,Master of Business Administration,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
119126J,Master of Business Research,Masters Degree (Research),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116893E,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116894D,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
116895C,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
116896B,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
116909B,Certificate IV in Project Management Practice,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
116910J,Diploma of Project Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
116916C,Certificate II in Security Operations,Certificate II,1,09,Society and Culture,0999,Other Society and Culture,099905,Security Services,CRICOS
116917B,Certificate III in Security Operations,Certificate III,1,09,Society and Culture,0999,Other Society and Culture,099905,Security Services,CRICOS
116932C,Advanced Diploma of Counselling,Advanced Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090513,Counselling,CRICOS
116933B,Advanced Diploma of Counselling (Korean),Advanced Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090513,Counselling,CRICOS
116934A,Bachelor of Theology,Bachelor Degree,1,09,Society and Culture,0917,Philosophy and Religious Studies,091703,Religious Studies,CRICOS
116935M,Bachelor of Theology (Korean),Bachelor Degree,1,09,Society and Culture,0917,Philosophy and Religious Studies,091703,Religious Studies,CRICOS
116954H,Advanced Diploma of Civil Construction Design,Advanced Diploma,1,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",CRICOS
116955G,Certificate III in Cabinet Making and Timber Technology,Certificate III,1,03,Engineering and Related Technologies,0301,Manufacturing Engineering and Technology,030113,Cabinet Making,CRICOS
116956F,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116963G,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116964F,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116965E,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
118861H,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
116971G,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116972F,Certificate IV in Ageing Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116973E,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
116974D,Certificate IV in Hospitality,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110101,Hospitality,CRICOS
116975C,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
118862G,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
116982D,Certificate IV in Business,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
116983C,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
117189K,Certificate IV in Business,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117190F,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117191E,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117192D,Advanced Diploma of Business,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117653B,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
117654A,Certificate III in Painting and Decorating,Certificate III,1,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",CRICOS
117655M,Certificate III in Bricklaying and Blocklaying,Certificate III,1,04,Architecture and Building,0403,Building,040309,Bricklaying and Stonemasonry,CRICOS
117656K,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
119707K,Certificate III in Solid Plastering,Certificate III,1,04,Architecture and Building,0403,Building,040317,Plastering,CRICOS
119708J,Certificate III in Wall and Floor Tiling,Certificate III,1,04,Architecture and Building,0403,Building,040313,"Ceiling, Wall and Floor Fixing",CRICOS
119709H,Certificate III in Cabinet Making and Timber Technology,Certificate III,1,03,Engineering and Related Technologies,0301,Manufacturing Engineering and Technology,030113,Cabinet Making,CRICOS
119710D,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,CRICOS
116990D,Certificate IV in Project Management Practice,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
116991C,Certificate IV in Leadership and Management,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117301D,Diploma of Project Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
117302C,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",CRICOS
116999F,Certificate III in Light Vehicle Mechanical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,CRICOS
117000F,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,CRICOS
117001E,Diploma of Automotive Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",CRICOS
117002D,Certificate II in Security Operations,Certificate II,1,09,Society and Culture,0999,Other Society and Culture,099905,Security Services,CRICOS
120361K,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,CRICOS
120406B,Diploma of Automotive Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117038C,Certificate IV in Marketing and Communication,Certificate IV,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
117039B,Diploma of Marketing and Communication,Diploma,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
117040J,Advanced Diploma of Marketing and Communication,Advanced Diploma,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
117042G,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,CRICOS
117043F,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
117044E,Certificate III in Painting and Decorating,Certificate III,1,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",CRICOS
117045D,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
117046C,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
117047B,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117048A,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117132E,Certificate III in Cabinet Making and Timber Technology,Certificate III,1,03,Engineering and Related Technologies,0301,Manufacturing Engineering and Technology,030113,Cabinet Making,CRICOS
117071B,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117072A,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117073M,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117103K,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
117104J,Certificate III in Early Childhood Education and Care,Certificate III,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
117105H,Diploma of Early Childhood Education and Care,Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
117106G,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",CRICOS
118678G,Diploma of Early Childhood Education and Care,Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
119691B,Certificate III in Early Childhood Education and Care,Certificate III,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
117097C,Diploma of Information Technology,Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
117098B,Advanced Diploma of Information Technology,Advanced Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
120677A,General English,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117107F,Certificate III in Light Vehicle Mechanical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,CRICOS
117108E,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,CRICOS
117109D,Diploma of Automotive Technology,Diploma,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030500,"Automotive Engineering and Technology, n.f.d.",CRICOS
117110M,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117111K,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117112J,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,CRICOS
120362J,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,CRICOS
117134C,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",CRICOS
117135B,Certificate IV in Ageing Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
117136A,General English (levels 1-6),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117137M,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
118863F,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
117129M,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
117130G,Certificate III in Painting and Decorating,Certificate III,1,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",CRICOS
117131F,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
117138K,General English (Beginner to Advanced),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117139J,PTE Preparation,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117140E,English for Academic Purposes (EAP),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117141D,IELTS Preparation,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117142C,PTE and IELTS Examination Preparation,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117626E,General English,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117627D,English for Academic Purposes,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117157G,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117158F,Diploma of Information Technology,Diploma,1,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",CRICOS
117186B,Secondary Years 7-12 VCE,Senior Secondary Certificate of Education,1,12,Mixed Field Programmes,1201,General Education Programmes,120101,General Primary and Secondary Education Programmes,CRICOS
117187A,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
117188M,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117221D,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117222C,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117193C,General English,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117194B,IELTS Preparation,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117195A,English For Academic Purposes (EAP),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117223B,Certificate III in Light Vehicle Mechanical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030500,"Automotive Engineering and Technology, n.f.d.",CRICOS
117224A,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030500,"Automotive Engineering and Technology, n.f.d.",CRICOS
117225M,Diploma of Automotive Technology,Diploma,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030500,"Automotive Engineering and Technology, n.f.d.",CRICOS
117226K,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",CRICOS
117227J,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
120363H,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,CRICOS
