cricos_course_code,course_name,course_level,field_rank,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,field_code,field_name,data_source
107174M,Graduate Certificate in Business Administration,Graduate Certificate,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
107396H,Joint Doctor of Philosophy (Arts and Social Sciences),Doctoral Degree,1,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",CRICOS
107397G,Joint Doctor of Philosophy (Business),Doctoral Degree,1,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",CRICOS
107398F,Joint Doctor of Philosophy (Science),Doctoral Degree,1,01,Natural and Physical Sciences,0103,Physics and Astronomy,010301,Physics,CRICOS
107399E,Joint Doctor of Philosophy (Engineering),Doctoral Degree,1,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030301,Chemical Engineering,CRICOS
107400F,Joint Doctor of Philosophy (Law),Doctoral Degree,1,09,Society and Culture,0909,Law,090999,"Law, n.e.c.",CRICOS
107401E,"Joint Doctor of Philosophy (Architecture, Design and Planning)",Doctoral Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,CRICOS
107402D,Joint Doctor of Philosophy (Medicine and Health),Doctoral Degree,1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107403C,Joint Doctor of Philosophy (Music),Doctoral Degree,1,10,Creative Arts,1001,Performing Arts,100101,Music,CRICOS
107850B,Master of Medicine (Sexual and Reproductive Health),Masters Degree (Coursework),1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107851A,Graduate Diploma in Medicine (Sexual and Reproductive Health),Graduate Diploma,1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107852M,Graduate Certificate in Medicine (Sexual and Reproductive Health),Graduate Certificate,1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107853K,Master of Science in Medicine (Sexual and Reproductive Health),Masters Degree (Coursework),1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107854J,Graduate Diploma in Science in Medicine (Sexual and Reproductive Health),Graduate Diploma,1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107855H,Graduate Certificate in Science in Medicine (Sexual and Reproductive Health),Graduate Certificate,1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107856G,Master of Medicine (Advanced) (Sexual and Reproductive Health),Masters Degree (Coursework),1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107857F,Master of Science in Medicine (Advanced) (Sexual and Reproductive Health),Masters Degree (Coursework),1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
107885B,Bachelor of Engineering Honours and Bachelor of Arts,Bachelor Honours Degree,1,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",CRICOS
107885B,Bachelor of Engineering Honours and Bachelor of Arts,Bachelor Honours Degree,2,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
107886A,Bachelor of Engineering Honours and Bachelor of Commerce,Bachelor Honours Degree,1,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",CRICOS
107886A,Bachelor of Engineering Honours and Bachelor of Commerce,Bachelor Honours Degree,2,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",CRICOS
107888K,Bachelor of Engineering Honours and Bachelor of Laws,Bachelor Honours Degree,1,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",CRICOS
107888K,Bachelor of Engineering Honours and Bachelor of Laws,Bachelor Honours Degree,2,09,Society and Culture,0909,Law,090999,"Law, n.e.c.",CRICOS
107966A,Master of Professional Accounting and Business Performance,Masters Degree (Coursework),1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
107967M,Graduate Diploma in Professional Accounting and Business Performance,Graduate Diploma,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
107968K,Graduate Certificate in Professional Accounting and Business Performance (Exit degree),Graduate Certificate,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
107969J,Bachelor of Psychology,Bachelor Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
107970E,Bachelor of Psychology Honours,Bachelor Honours Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
108334C,Bachelor of Design,Bachelor Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040199,"Architecture and Urban Environment, n.e.c.",CRICOS
108335B,Bachelor of Design (Honours),Bachelor Honours Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040199,"Architecture and Urban Environment, n.e.c.",CRICOS
108336A,Bachelor of Design and Bachelor of Advanced Studies,Bachelor Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040199,"Architecture and Urban Environment, n.e.c.",CRICOS
108337M,Doctor of Clinical Dentistry (Special Needs Dentistry),Masters Degree (Extended),1,06,Health,0607,Dental Studies,060799,"Dental Studies, n.e.c.",CRICOS
108761F,Master of Cybersecurity,Masters Degree (Coursework),1,02,Information Technology,0299,Other Information Technology,029901,Security Science,CRICOS
108762E,Graduate Diploma in Cybersecurity,Graduate Diploma,1,02,Information Technology,0299,Other Information Technology,029901,Security Science,CRICOS
108763D,Graduate Certificate in Cybersecurity,Graduate Certificate,1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
108764C,Master of Data Science,Masters Degree (Coursework),1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
108765B,Graduate Diploma in Data Science,Graduate Diploma,1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
110294K,Graduate Diploma in Global Health,Graduate Diploma,1,06,Health,0613,Public Health,061399,"Public Health, n.e.c.",CRICOS
110744M,Doctor of Physiotherapy,Masters Degree (Extended),1,06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,CRICOS
111671D,Master of Computer Science,Masters Degree (Coursework),1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
111672C,Graduate Diploma in Computer Science,Graduate Diploma,1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
111673B,Graduate Certificate in Computer Science,Graduate Certificate,1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
111866D,Bachelor of Agricultural Science,Bachelor Degree,1,05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050101,Agricultural Science,CRICOS
111869A,Bachelor of Agricultural Science Honours,Bachelor Honours Degree,1,05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050101,Agricultural Science,CRICOS
112625B,Graduate Certificate in Clinical Dentistry (Advanced Restorative),Graduate Certificate,1,06,Health,0607,Dental Studies,060701,Dentistry,CRICOS
112626A,Graduate Diploma in Clinical Dentistry (Advanced Restorative),Graduate Diploma,1,06,Health,0607,Dental Studies,060701,Dentistry,CRICOS
112627M,Master of Film and Screen Arts,Masters Degree (Coursework),1,10,Creative Arts,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",CRICOS
113096C,Graduate Diploma in Clinical Dentistry (Advanced Pulp Biology),Graduate Diploma,1,06,Health,0607,Dental Studies,060701,Dentistry,CRICOS
113097B,Graduate Certificate in Clinical Dentistry (Pulp Biology),Graduate Certificate,1,06,Health,0607,Dental Studies,060701,Dentistry,CRICOS
113098A,Doctor of Clinical Dentistry (Endodontics),Masters Degree (Extended),1,06,Health,0607,Dental Studies,060701,Dentistry,CRICOS
114097E,Bachelor of Arts and Bachelor of Advanced Studies (Media and Communications),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
114098D,Bachelor of Advanced Studies (Media and Communications) (Honours),Bachelor Honours Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
114287K,Graduate Diploma in Professional Studies (Education),Graduate Diploma,1,07,Education,0703,Curriculum and Education Studies,070303,Education Studies,CRICOS
115414M,Bachelor of Economics and Bachelor of Arts,Bachelor Degree,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
115414M,Bachelor of Economics and Bachelor of Arts,Bachelor Degree,2,09,Society and Culture,0919,Economics and Econometrics,091901,Economics,CRICOS
115415K,Bachelor of Science and Bachelor of Arts,Bachelor Degree,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
115415K,Bachelor of Science and Bachelor of Arts,Bachelor Degree,2,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",CRICOS
115416J,Bachelor of Commerce and Bachelor of Science,Bachelor Degree,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",CRICOS
115416J,Bachelor of Commerce and Bachelor of Science,Bachelor Degree,2,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",CRICOS
115417H,Bachelor of Commerce and Bachelor of Arts,Bachelor Degree,1,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",CRICOS
115417H,Bachelor of Commerce and Bachelor of Arts,Bachelor Degree,2,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
115418G,Bachelor of Languages,Bachelor Degree,1,09,Society and Culture,0915,Language and Literature,091599,"Language and Literature, n.e.c.",CRICOS
115419F,Bachelor of International Studies,Bachelor Degree,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
115420B,"Bachelor of Politics, Philosophy, and Economics",Bachelor Degree,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
115421A,Bachelor of Media and Communications,Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
115606C,Bachelor of Advanced Studies (Honours) (Food and Agribusiness),Bachelor Honours Degree,1,08,Management and Commerce,0803,Business and Management,080321,Farm Management and Agribusiness,CRICOS
115607B,Bachelor of Science (Honours) (Food and Agribusiness),Bachelor Honours Degree,1,08,Management and Commerce,0803,Business and Management,080321,Farm Management and Agribusiness,CRICOS
116198F,Graduate Certificate in Building Performance and Sustainable Design,Graduate Certificate,1,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,CRICOS
116199E,Master of Building Performance and Sustainable Design,Masters Degree (Coursework),1,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,CRICOS
116200F,Graduate Diploma in Building Performance and Sustainable Design,Graduate Diploma,1,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,CRICOS
116243F,Master of Pharmacy,Masters Degree (Coursework),1,06,Health,0605,Pharmacy,060501,Pharmacy,CRICOS
116269G,Bachelor of International Studies (Honours),Bachelor Honours Degree,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
116270C,"Bachelor of Politics, Philosophy, and Economics (Honours)",Bachelor Honours Degree,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
116271B,Bachelor of Media and Communications (Honours),Bachelor Honours Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
116272A,Bachelor of Languages (Honours),Bachelor Honours Degree,1,09,Society and Culture,0915,Language and Literature,091599,"Language and Literature, n.e.c.",CRICOS
116442K,Bachelor of Animal and Veterinary Bioscience (Honours),Bachelor Honours Degree,1,05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050105,Animal Husbandry,CRICOS
116443J,Bachelor of Animal and Veterinary Bioscience,Bachelor Degree,1,05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050105,Animal Husbandry,CRICOS
116444H,Bachelor of Wildlife Conservation (Taronga),Bachelor Degree,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050901,"Land, Parks and Wildlife Management",CRICOS
116445G,Bachelor of Wildlife Conservation (Taronga) (Honours),Bachelor Honours Degree,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050901,"Land, Parks and Wildlife Management",CRICOS
117213D,Bachelor of Mathematical Sciences,Bachelor Degree,1,01,Natural and Physical Sciences,0101,Mathematical Sciences,010101,Mathematics,CRICOS
